case_id,family,paraphrase,invalid,arm,status,accepted,issue_identified,abstained,seconds
valid_negative-1,valid_negative,1,False,deterministic_checklist,ACCEPT,True,False,False,0.001025900011882186
valid_negative-1,valid_negative,1,False,bionexus_full,NEEDS_REVISION,False,True,False,0.006814999971538782
valid_negative-1,valid_negative,1,False,without_claim_text,NEEDS_REVISION,False,True,False,0.007241500017698854
valid_negative-1,valid_negative,1,False,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007865699997637421
valid_negative-2,valid_negative,2,False,accept_all,ACCEPT,True,False,False,6.999995093792677e-06
valid_negative-2,valid_negative,2,False,reject_all,REJECT,False,True,False,8.00006091594696e-07
valid_negative-2,valid_negative,2,False,deterministic_checklist,ACCEPT,True,False,False,0.0008651000098325312
valid_negative-2,valid_negative,2,False,bionexus_full,NEEDS_REVISION,False,True,False,0.006403200037311763
valid_negative-2,valid_negative,2,False,without_claim_text,NEEDS_REVISION,False,True,False,0.008652100048493594
valid_negative-2,valid_negative,2,False,without_execution_metadata,NEEDS_REVISION,False,True,False,0.0069741999614052474
valid_limited-0,valid_limited,0,False,accept_all,ACCEPT,True,False,False,7.199996616691351e-06
valid_limited-0,valid_limited,0,False,reject_all,REJECT,False,True,False,6.00004568696022e-07
valid_limited-0,valid_limited,0,False,deterministic_checklist,ACCEPT,True,False,False,0.0008452999754808843
valid_limited-0,valid_limited,0,False,bionexus_full,NEEDS_REVISION,False,True,False,0.007023999991361052
valid_limited-0,valid_limited,0,False,without_claim_text,NEEDS_REVISION,False,True,False,0.007475899998098612
valid_limited-0,valid_limited,0,False,without_execution_metadata,NEEDS_REVISION,False,True,False,0.0063449000008404255
valid_limited-1,valid_limited,1,False,accept_all,ACCEPT,True,False,False,7.199996616691351e-06
valid_limited-1,valid_limited,1,False,reject_all,REJECT,False,True,False,6.00004568696022e-07
valid_limited-1,valid_limited,1,False,deterministic_checklist,ACCEPT,True,False,False,0.0007835999713279307
valid_limited-1,valid_limited,1,False,bionexus_full,NEEDS_REVISION,False,True,False,0.00772360002156347
valid_limited-1,valid_limited,1,False,without_claim_text,NEEDS_REVISION,False,True,False,0.006260199996177107
valid_limited-1,valid_limited,1,False,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007974900014232844
valid_limited-2,valid_limited,2,False,accept_all,ACCEPT,True,False,False,8.200004231184721e-06
valid_limited-2,valid_limited,2,False,reject_all,REJECT,False,True,False,7.00005330145359e-07
valid_limited-2,valid_limited,2,False,deterministic_checklist,ACCEPT,True,False,False,0.0008883999544195831
valid_limited-2,valid_limited,2,False,bionexus_full,NEEDS_REVISION,False,True,False,0.007896099996287376
valid_limited-2,valid_limited,2,False,without_claim_text,NEEDS_REVISION,False,True,False,0.006425899977330118
valid_limited-2,valid_limited,2,False,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008740599965676665
valid_table_presence-0,valid_table_presence,0,False,accept_all,ACCEPT,True,False,False,2.0600040443241596e-05
valid_table_presence-0,valid_table_presence,0,False,reject_all,REJECT,False,True,False,1.300009898841381e-06
valid_table_presence-0,valid_table_presence,0,False,deterministic_checklist,ACCEPT,True,False,False,0.0013042999780736864
valid_table_presence-0,valid_table_presence,0,False,bionexus_full,NEEDS_REVISION,False,True,False,0.007695699983742088
valid_table_presence-0,valid_table_presence,0,False,without_claim_text,NEEDS_REVISION,False,True,False,0.0062948999693617225
valid_table_presence-0,valid_table_presence,0,False,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007801899977494031
valid_table_presence-1,valid_table_presence,1,False,accept_all,ACCEPT,True,False,False,7.700000423938036e-06
valid_table_presence-1,valid_table_presence,1,False,reject_all,REJECT,False,True,False,7.999478839337826e-07
valid_table_presence-1,valid_table_presence,1,False,deterministic_checklist,ACCEPT,True,False,False,0.0008197000133804977
valid_table_presence-1,valid_table_presence,1,False,bionexus_full,NEEDS_REVISION,False,True,False,0.006856299994979054
valid_table_presence-1,valid_table_presence,1,False,without_claim_text,NEEDS_REVISION,False,True,False,0.007978199981153011
valid_table_presence-1,valid_table_presence,1,False,without_execution_metadata,NEEDS_REVISION,False,True,False,0.006764500052668154
valid_table_presence-2,valid_table_presence,2,False,accept_all,ACCEPT,True,False,False,6.699992809444666e-06
valid_table_presence-2,valid_table_presence,2,False,reject_all,REJECT,False,True,False,7.00005330145359e-07
valid_table_presence-2,valid_table_presence,2,False,deterministic_checklist,ACCEPT,True,False,False,0.0007948999991640449
valid_table_presence-2,valid_table_presence,2,False,bionexus_full,NEEDS_REVISION,False,True,False,0.00677829998312518
valid_table_presence-2,valid_table_presence,2,False,without_claim_text,NEEDS_REVISION,False,True,False,0.007507000002078712
valid_table_presence-2,valid_table_presence,2,False,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007133399951271713
absent_gene-0,absent_gene,0,True,accept_all,ACCEPT,True,False,False,8.300004992634058e-06
absent_gene-0,absent_gene,0,True,reject_all,REJECT,False,True,False,6.999471224844456e-07
absent_gene-0,absent_gene,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0009689000435173512
absent_gene-0,absent_gene,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.008582300040870905
absent_gene-0,absent_gene,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006919500010553747
absent_gene-0,absent_gene,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.009910899971146137
absent_gene-1,absent_gene,1,True,accept_all,ACCEPT,True,False,False,9.500014130026102e-06
absent_gene-1,absent_gene,1,True,reject_all,REJECT,False,True,False,9.00006853044033e-07
absent_gene-1,absent_gene,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0013570000301115215
absent_gene-1,absent_gene,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.008035000006202608
absent_gene-1,absent_gene,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006257199973333627
absent_gene-1,absent_gene,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008480100019369274
absent_gene-2,absent_gene,2,True,accept_all,ACCEPT,True,False,False,1.0400020983070135e-05
absent_gene-2,absent_gene,2,True,reject_all,REJECT,False,True,False,7.00005330145359e-07
absent_gene-2,absent_gene,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0011498000239953399
absent_gene-2,absent_gene,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.011642299999948591
absent_gene-2,absent_gene,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.008128600020427257
absent_gene-2,absent_gene,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007726100040599704
wrong_direction-0,wrong_direction,0,True,accept_all,ACCEPT,True,False,False,8.500006515532732e-06
wrong_direction-0,wrong_direction,0,True,reject_all,REJECT,False,True,False,9.00006853044033e-07
wrong_direction-0,wrong_direction,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0009958000155165792
wrong_direction-0,wrong_direction,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.007024999998975545
wrong_direction-0,wrong_direction,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.0080615000333637
wrong_direction-0,wrong_direction,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007154999999329448
wrong_direction-1,wrong_direction,1,True,accept_all,ACCEPT,True,False,False,7.499998901039362e-06
wrong_direction-1,wrong_direction,1,True,reject_all,REJECT,False,True,False,7.00005330145359e-07
wrong_direction-1,wrong_direction,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0007757000275887549
wrong_direction-1,wrong_direction,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.006990600028075278
wrong_direction-1,wrong_direction,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.008421099977567792
wrong_direction-1,wrong_direction,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007123899995349348
wrong_direction-2,wrong_direction,2,True,accept_all,ACCEPT,True,False,False,8.000002708286047e-06
wrong_direction-2,wrong_direction,2,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
wrong_direction-2,wrong_direction,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0009745999705046415
wrong_direction-2,wrong_direction,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.008210900006815791
wrong_direction-2,wrong_direction,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.00662280002143234
wrong_direction-2,wrong_direction,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.00808520003920421
false_significance-0,false_significance,0,True,accept_all,ACCEPT,True,False,False,1.950003206729889e-05
false_significance-0,false_significance,0,True,reject_all,REJECT,False,True,False,9.00006853044033e-07
false_significance-0,false_significance,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0017294999561272562
false_significance-0,false_significance,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.006783700024243444
false_significance-0,false_significance,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006323000008706003
false_significance-0,false_significance,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008101899991743267
false_significance-1,false_significance,1,True,accept_all,ACCEPT,True,False,False,2.1899992134422064e-05
false_significance-1,false_significance,1,True,reject_all,REJECT,False,True,False,9.00006853044033e-07
false_significance-1,false_significance,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0015103999758139253
false_significance-1,false_significance,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.00761979998787865
false_significance-1,false_significance,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.008647100010421127
false_significance-1,false_significance,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007121600036043674
false_significance-2,false_significance,2,True,accept_all,ACCEPT,True,False,False,6.89999433234334e-06
false_significance-2,false_significance,2,True,reject_all,REJECT,False,True,False,5.00003807246685e-07
false_significance-2,false_significance,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0008461999823339283
false_significance-2,false_significance,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.006683100014925003
false_significance-2,false_significance,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.007560900005046278
false_significance-2,false_significance,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.00643170002149418
false_negative-0,false_negative,0,True,accept_all,ACCEPT,True,False,False,6.800051778554916e-06
false_negative-0,false_negative,0,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
false_negative-0,false_negative,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0008218000293709338
false_negative-0,false_negative,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.006755000038538128
false_negative-0,false_negative,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.008060200023464859
false_negative-0,false_negative,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.00661829998716712
false_negative-1,false_negative,1,True,accept_all,ACCEPT,True,False,False,8.600007276982069e-06
false_negative-1,false_negative,1,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
false_negative-1,false_negative,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0008063999703153968
false_negative-1,false_negative,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.007041300006676465
false_negative-1,false_negative,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006998300028499216
false_negative-1,false_negative,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.006333500030450523
false_negative-2,false_negative,2,True,accept_all,ACCEPT,True,False,False,6.499991286545992e-06
false_negative-2,false_negative,2,True,reject_all,REJECT,False,True,False,8.00006091594696e-07
false_negative-2,false_negative,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0008191000088118017
false_negative-2,false_negative,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.008292799990158528
false_negative-2,false_negative,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.007034899957943708
false_negative-2,false_negative,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.006531400023959577
false_global_null-0,false_global_null,0,True,accept_all,ACCEPT,True,False,False,7.800001185387373e-06
false_global_null-0,false_global_null,0,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
false_global_null-0,false_global_null,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0008190000080503523
false_global_null-0,false_global_null,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.008547100005671382
false_global_null-0,false_global_null,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006678599980659783
false_global_null-0,false_global_null,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008712999988347292
false_global_null-1,false_global_null,1,True,accept_all,ACCEPT,True,False,False,1.3700046110898256e-05
false_global_null-1,false_global_null,1,True,reject_all,REJECT,False,True,False,8.00006091594696e-07
false_global_null-1,false_global_null,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0014355999883264303
false_global_null-1,false_global_null,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.007317400013562292
false_global_null-1,false_global_null,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.0066485999850556254
false_global_null-1,false_global_null,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008018599997740239
false_global_null-2,false_global_null,2,True,accept_all,ACCEPT,True,False,False,7.099995855242014e-06
false_global_null-2,false_global_null,2,True,reject_all,REJECT,False,True,False,9.00006853044033e-07
false_global_null-2,false_global_null,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0008010000456124544
false_global_null-2,false_global_null,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.006505699944682419
false_global_null-2,false_global_null,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.008853300008922815
false_global_null-2,false_global_null,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.006494899978861213
causal_overclaim-0,causal_overclaim,0,True,accept_all,ACCEPT,True,False,False,6.599992047995329e-06
causal_overclaim-0,causal_overclaim,0,True,reject_all,REJECT,False,True,False,6.999471224844456e-07
causal_overclaim-0,causal_overclaim,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0007943999953567982
causal_overclaim-0,causal_overclaim,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.006632600037846714
causal_overclaim-0,causal_overclaim,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.007983900024555624
causal_overclaim-0,causal_overclaim,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.006295699975453317
causal_overclaim-1,causal_overclaim,1,True,accept_all,ACCEPT,True,False,False,6.89999433234334e-06
causal_overclaim-1,causal_overclaim,1,True,reject_all,REJECT,False,True,False,7.00005330145359e-07
causal_overclaim-1,causal_overclaim,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0008029000018723309
causal_overclaim-1,causal_overclaim,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.00723609997658059
causal_overclaim-1,causal_overclaim,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006293599959462881
causal_overclaim-1,causal_overclaim,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007356000016443431
causal_overclaim-2,causal_overclaim,2,True,accept_all,ACCEPT,True,False,False,7.499998901039362e-06
causal_overclaim-2,causal_overclaim,2,True,reject_all,REJECT,False,True,False,5.00003807246685e-07
causal_overclaim-2,causal_overclaim,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0010445000370964408
causal_overclaim-2,causal_overclaim,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.008195800008252263
causal_overclaim-2,causal_overclaim,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.0063455000054091215
causal_overclaim-2,causal_overclaim,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007488299976103008
clinical_overclaim-0,clinical_overclaim,0,True,accept_all,ACCEPT,True,False,False,7.299997378140688e-06
clinical_overclaim-0,clinical_overclaim,0,True,reject_all,REJECT,False,True,False,7.00005330145359e-07
clinical_overclaim-0,clinical_overclaim,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0010846999939531088
clinical_overclaim-0,clinical_overclaim,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.008310600009281188
clinical_overclaim-0,clinical_overclaim,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.0065888999961316586
clinical_overclaim-0,clinical_overclaim,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008471400011330843
clinical_overclaim-1,clinical_overclaim,1,True,accept_all,ACCEPT,True,False,False,6.89999433234334e-06
clinical_overclaim-1,clinical_overclaim,1,True,reject_all,REJECT,False,True,False,8.00006091594696e-07
clinical_overclaim-1,clinical_overclaim,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0013350999797694385
clinical_overclaim-1,clinical_overclaim,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.007997000007890165
clinical_overclaim-1,clinical_overclaim,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006441099976655096
clinical_overclaim-1,clinical_overclaim,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008582499984186143
clinical_overclaim-2,clinical_overclaim,2,True,accept_all,ACCEPT,True,False,False,1.999997766688466e-05
clinical_overclaim-2,clinical_overclaim,2,True,reject_all,REJECT,False,True,False,1.400010660290718e-06
clinical_overclaim-2,clinical_overclaim,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0012865000171586871
clinical_overclaim-2,clinical_overclaim,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.006626899994444102
clinical_overclaim-2,clinical_overclaim,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006079799961298704
clinical_overclaim-2,clinical_overclaim,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008604200033005327
missing_fdr-0,missing_fdr,0,True,accept_all,ACCEPT,True,False,False,7.599999662488699e-06
missing_fdr-0,missing_fdr,0,True,reject_all,REJECT,False,True,False,7.00005330145359e-07
missing_fdr-0,missing_fdr,0,True,deterministic_checklist,REJECT,False,True,False,0.0006122000049799681
missing_fdr-0,missing_fdr,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.007240500010084361
missing_fdr-0,missing_fdr,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006405699998140335
missing_fdr-0,missing_fdr,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.005596900009550154
missing_fdr-1,missing_fdr,1,True,accept_all,ACCEPT,True,False,False,1.6400008462369442e-05
missing_fdr-1,missing_fdr,1,True,reject_all,REJECT,False,True,False,1.3999524526298046e-06
missing_fdr-1,missing_fdr,1,True,deterministic_checklist,REJECT,False,True,False,0.0011124000302515924
missing_fdr-1,missing_fdr,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.006749699998181313
missing_fdr-1,missing_fdr,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.005909100000280887
missing_fdr-1,missing_fdr,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.0073862000135704875
missing_fdr-2,missing_fdr,2,True,accept_all,ACCEPT,True,False,False,6.999995093792677e-06
missing_fdr-2,missing_fdr,2,True,reject_all,REJECT,False,True,False,7.00005330145359e-07
missing_fdr-2,missing_fdr,2,True,deterministic_checklist,REJECT,False,True,False,0.0006079000304453075
missing_fdr-2,missing_fdr,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.00604639999801293
missing_fdr-2,missing_fdr,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.007432800019159913
missing_fdr-2,missing_fdr,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.005660899973008782
invalid_probability-0,invalid_probability,0,True,accept_all,ACCEPT,True,False,False,9.399955160915852e-06
invalid_probability-0,invalid_probability,0,True,reject_all,REJECT,False,True,False,8.00006091594696e-07
invalid_probability-0,invalid_probability,0,True,deterministic_checklist,REJECT,False,True,False,0.001007599988952279
invalid_probability-0,invalid_probability,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.006471100030466914
invalid_probability-0,invalid_probability,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.007747500028926879
invalid_probability-0,invalid_probability,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007133800012525171
invalid_probability-1,invalid_probability,1,True,accept_all,ACCEPT,True,False,False,8.200004231184721e-06
invalid_probability-1,invalid_probability,1,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
invalid_probability-1,invalid_probability,1,True,deterministic_checklist,REJECT,False,True,False,0.000838699983432889
invalid_probability-1,invalid_probability,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.0066220000153407454
invalid_probability-1,invalid_probability,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.007890400011092424
invalid_probability-1,invalid_probability,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007726399984676391
invalid_probability-2,invalid_probability,2,True,accept_all,ACCEPT,True,False,False,1.1500029359012842e-05
invalid_probability-2,invalid_probability,2,True,reject_all,REJECT,False,True,False,7.00005330145359e-07
invalid_probability-2,invalid_probability,2,True,deterministic_checklist,REJECT,False,True,False,0.0011144000454805791
invalid_probability-2,invalid_probability,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.007203800021670759
invalid_probability-2,invalid_probability,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.007768999959807843
invalid_probability-2,invalid_probability,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.006402699975296855
missing_receipt-0,missing_receipt,0,True,accept_all,ACCEPT,True,False,False,1.1599971912801266e-05
missing_receipt-0,missing_receipt,0,True,reject_all,REJECT,False,True,False,7.00005330145359e-07
missing_receipt-0,missing_receipt,0,True,deterministic_checklist,REJECT,False,True,False,0.0012160000042058527
missing_receipt-0,missing_receipt,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.008929300005547702
missing_receipt-0,missing_receipt,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.007801500032655895
missing_receipt-0,missing_receipt,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008522299991454929
missing_receipt-1,missing_receipt,1,True,accept_all,ACCEPT,True,False,False,8.499948307871819e-06
missing_receipt-1,missing_receipt,1,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
missing_receipt-1,missing_receipt,1,True,deterministic_checklist,REJECT,False,True,False,0.0009775999933481216
missing_receipt-1,missing_receipt,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.00714419997530058
missing_receipt-1,missing_receipt,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.00884379999479279
missing_receipt-1,missing_receipt,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.00912070000777021
missing_receipt-2,missing_receipt,2,True,accept_all,ACCEPT,True,False,False,1.0000017937272787e-05
missing_receipt-2,missing_receipt,2,True,reject_all,REJECT,False,True,False,7.00005330145359e-07
missing_receipt-2,missing_receipt,2,True,deterministic_checklist,REJECT,False,True,False,0.0014558000257238746
missing_receipt-2,missing_receipt,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.007572100032120943
missing_receipt-2,missing_receipt,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006635700003243983
missing_receipt-2,missing_receipt,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008555000007618219
wrong_result_hash-0,wrong_result_hash,0,True,accept_all,ACCEPT,True,False,False,8.100003469735384e-06
wrong_result_hash-0,wrong_result_hash,0,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
wrong_result_hash-0,wrong_result_hash,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0009351000189781189
wrong_result_hash-0,wrong_result_hash,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.006679600046481937
wrong_result_hash-0,wrong_result_hash,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.007801400031894445
wrong_result_hash-0,wrong_result_hash,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.006711800000630319
wrong_result_hash-1,wrong_result_hash,1,True,accept_all,ACCEPT,True,False,False,6.399990525096655e-06
wrong_result_hash-1,wrong_result_hash,1,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
wrong_result_hash-1,wrong_result_hash,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0008156000403687358
wrong_result_hash-1,wrong_result_hash,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.006603300047572702
wrong_result_hash-1,wrong_result_hash,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.008484100049827248
wrong_result_hash-1,wrong_result_hash,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.006647100031841546
wrong_result_hash-2,wrong_result_hash,2,True,accept_all,ACCEPT,True,False,False,8.500006515532732e-06
wrong_result_hash-2,wrong_result_hash,2,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
wrong_result_hash-2,wrong_result_hash,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0008313999860547483
wrong_result_hash-2,wrong_result_hash,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.007307599997147918
wrong_result_hash-2,wrong_result_hash,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.008454299997538328
wrong_result_hash-2,wrong_result_hash,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.0067408999893814325
changed_result-0,changed_result,0,True,accept_all,ACCEPT,True,False,False,1.2399978004395962e-05
changed_result-0,changed_result,0,True,reject_all,REJECT,False,True,False,8.00006091594696e-07
