gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj_native,padj
RPL9,3037.411789919922,-0.18425833361094612,0.1425853506936951,-1.2922669314519821,0.1962647197215881,0.27938038394532116,0.27938038394532116
RPS15A,3125.217331671274,-0.06089936522435477,0.1564679451944678,-0.38921304391557876,0.6971185550774759,0.761339328933929,0.7613393289339289
EMP3,3108.895823155351,-0.0602143672820423,0.12239965573775333,-0.4919488287700273,0.6227555184842816,0.6965945396915901,0.6965945396915901
RPL27A,2968.392088053293,-0.023337412375516325,0.13618818365236038,-0.17136150692110244,0.8639395200660427,0.8999370000687945,0.8999370000687944
S100A10,3090.3843554941013,-0.2557634794590158,0.1560671094605698,-1.6388044882937631,0.10125398414254926,0.16182086288616487,0.16182086288616487
TYMP,2725.5642669905283,1.188866735888167,0.17290938697630573,6.875663355692081,6.170205525741331e-12,4.141077534054585e-11,4.141077534054585e-11
UTRN,32.91432555430406,1.3305960134011143,0.214071276907009,6.215668129915045,5.11067177446695e-10,2.9120636891549573e-09,2.9120636891549573e-09
RPL28,2790.5097961123092,0.25821715685433183,0.09002780421119616,2.868193433315117,0.004128230558421875,0.009634143660261085,0.009634143660261083
CD63,2923.166379525224,-0.2876499630291419,0.18757715591925025,-1.5335021027452396,0.12515218895259256,0.1940344014768877,0.1940344014768877
RPL31,2742.2573199374556,0.004921168317428865,0.14073225041438805,0.03496830543772602,0.9721050140058708,0.9755193316667042,0.9755193316667042
RPS8,2703.0263473219716,-0.2269526929635189,0.16029987416279645,-1.4158008179908583,0.1568338300381905,0.23321015619061786,0.23321015619061786
RPS23,2778.704439567811,-0.042263023889905535,0.12817015105150242,-0.32974154702309,0.741595257863793,0.7957030663774602,0.7957030663774602
IFIT2,1702.6272379662082,6.3923037366593745,0.3598430075564921,17.764146037090466,1.3396341924125761e-70,7.655052528071864e-69,7.655052528071864e-69
PARP14,227.88933404726743,2.402407559413217,0.1420532988927472,16.912015265672064,3.669420821618309e-64,1.5954003572253518e-62,1.5954003572253518e-62
RPL35A,2699.1439028883915,-0.02934970537891299,0.13434172540061287,-0.21847051086615787,0.8270625323053908,0.8669418577624642,0.8669418577624642
SP100,414.08955588230526,1.5760135268940927,0.08614201540347724,18.295526515281356,8.982904621540272e-75,5.6143153884626704e-73,5.6143153884626704e-73
NEAT1,659.9282843864216,-0.28037966861933217,0.1128451613289825,-2.484640593511395,0.012968228859089478,0.027301534440188374,0.027301534440188374
RPL30,2643.3326224298035,0.09468184832608735,0.11775671615203621,0.8040462694615499,0.4213702536239059,0.5154376191118115,0.5154376191118115
IFITM3,2791.569801474762,4.56446186608729,0.4179291720830289,10.921615840639335,9.086468836935998e-28,1.3264918010125546e-26,1.3264918010125543e-26
SYNE2,100.85785837673126,1.3946704652665984,0.21755248359468118,6.41073106692263,1.448234710726616e-10,8.750662904692545e-10,8.750662904692544e-10
IFI6,2244.687545328692,4.4711143463450425,0.3795594121263553,11.779748317390188,4.964107306192532e-32,8.071719197061028e-31,8.071719197061028e-31
IFIT1,2366.5966392108903,7.038308226156655,0.4693342561656666,14.996365881446033,7.755074849911861e-51,2.3149477163916e-49,2.3149477163916006e-49
FOXP1,78.54997930549064,-0.12794759855250865,0.15412510899862,-0.830154148041214,0.4064516356302439,0.5014825856017815,0.5014825856017815
SAMD9L,557.6288040155652,3.5621786507216076,0.22679745222124217,15.706431513378211,1.3665778352453791e-55,4.8806351258763543e-54,4.880635125876354e-54
RPS16,2554.747765390861,-0.20633757410277803,0.07997497803728125,-2.5800266429156307,0.00987926928211512,0.021268609864618128,0.02126860986461813
PDE3B,25.574428820996697,-0.7987505296037313,0.1841270593587087,-4.338039896936813,1.4375906274929146e-05,5.035343704003204e-05,5.035343704003204e-05
RPL18,2550.5052550815553,-0.11965682493777625,0.13881359032905663,-0.8619964706202801,0.3886894600109988,0.4852552559438187,0.48525525594381874
ANXA5,2483.677110771957,-0.0645548716438795,0.20201337297123104,-0.319557416889786,0.7493038593200054,0.8031123894105096,0.8031123894105097
CYBA,2455.109707161553,-0.22628613740530734,0.1307950865225854,-1.730081331199187,0.08361574519065001,0.13752589669514803,0.13752589669514806
ANK3,5.726340386516357,1.6758086715677485,0.410512018502262,4.082240217185053,4.460365799001513e-05,0.00014528878824109163,0.00014528878824109163
RPL14,2482.7579715789616,-0.3211435849640013,0.09792346141009099,-3.2795366946751696,0.0010397768721547695,0.00272549638834802,0.00272549638834802
RPS5,2479.310204634115,-0.1149890451172373,0.1685183485312356,-0.6823532637214492,0.4950156006427018,0.583141206108332,0.583141206108332
PSAP,1655.9926566992494,-0.47481185267516857,0.20834573009649932,-2.2789612844729303,0.022669366828190023,0.0439754933621533,0.04397549336215329
IFI44L,469.52690753792183,4.677228727701739,0.49669649446114483,9.416673521676376,4.656051868063251e-21,5.173390964514723e-20,5.173390964514724e-20
TXN,2446.387801617419,1.2719621960458942,0.15001759807059764,8.478753242318373,2.2761985196538013e-17,2.0266877340305153e-16,2.026687734030515e-16
FAU,2453.4960028711557,-0.19259429102848508,0.053410407150286554,-3.6059319017464517,0.00031103470171865927,0.0008848782410203677,0.0008848782410203678
ARPC2,2031.539604042374,-0.3401756099721637,0.08300885919302858,-4.098063908830745,4.166202648772443e-05,0.0001359283082796882,0.00013592830827968818
CTSB,1351.2352744663558,0.49533088250602986,0.24335916662588336,2.0353902808497994,0.04181161849778937,0.07547223555557647,0.07547223555557647
S100A6,2388.4619559478924,-0.6622441756258852,0.16387668931691204,-4.041112731690643,5.319817598359789e-05,0.00017105522824308002,0.00017105522824308002
ZEB2,147.819335613367,0.21256182226259288,0.16266375858210463,1.306755875527751,0.1912956352670433,0.2744866014574266,0.27448660145742654
ANXA2,2144.1590054196968,-0.11227951810801114,0.14994004535305896,-0.7488294260791384,0.45396002140622427,0.5433393433946431,0.5433393433946431
LGALS1,2422.387926766789,-0.293712087819314,0.15856641659867365,-1.8522969372681832,0.06398319528083218,0.10900033267603439,0.10900033267603439
LGALS3,2315.258218382903,-0.31470830849122916,0.27535973501312844,-1.1428987919247695,0.2530806142037151,0.34621151053859794,0.3462115105385979
SLC8A1,25.123771673497306,0.4551364955139588,0.2685795255212159,1.6946060747955496,0.0901501739092393,0.14658564863290943,0.14658564863290943
RPL6,2343.47415292628,-0.8107369380480509,0.13078537686317,-6.19898766584783,5.682748455912303e-10,3.219687510431899e-09,3.219687510431899e-09
RPS7,2373.8095680282113,-0.48010391406976133,0.15521585556294276,-3.093137053096169,0.001980526469626617,0.004896233546666544,0.0048962335466665435
ZBTB20,10.289270713648213,0.14688229115379228,0.26914762159752154,0.5457313361417602,0.5852506283610479,0.6650575322284636,0.6650575322284635
ANKRD44,20.125557811720306,-0.3308876579946822,0.18995467568910207,-1.7419295250001874,0.08152077685991821,0.1346338181006081,0.13463381810060812
LY6E,2202.203407997131,4.302357378720328,0.3095559639111026,13.898480017512652,6.470079259284365e-44,1.437795390952081e-42,1.4377953909520812e-42
MYL12A,2132.42046827607,1.3823349908878997,0.1163425669138402,11.881592675461727,1.475293160714788e-32,2.5218686507945094e-31,2.5218686507945094e-31
TSHZ2,36.080265856462205,0.7372749265902913,0.445207683580192,1.6560247133683874,0.0977168141860273,0.15659745863145402,0.15659745863145402
ETV6,45.55562259904997,0.04240859344673828,0.17755366848121115,0.23884943526934782,0.8112223355820395,0.8539182479810942,0.8539182479810942
SERF2,2174.6709434763225,-0.040931956947867575,0.06629637897048314,-0.6174086365424503,0.5369652268591962,0.622207678863495,0.622207678863495
RABGAP1L,283.70841238838295,3.5120838974074147,0.1761300306083483,19.94029005318839,1.820063595588274e-88,2.0222928839869713e-86,2.0222928839869713e-86
LINC-PINT,53.90901322478072,-0.4310258934841916,0.13726881131593827,-3.14001330201761,0.0016894016348699907,0.004234089310451104,0.004234089310451105
GBP1,1033.6388233311932,2.6771122662728564,0.19986931903531013,13.394313240242246,6.527704541996659e-41,1.3321846004074814e-39,1.3321846004074814e-39
RPL29,2249.7538612271173,-0.19030923127222102,0.10675239347700305,-1.7827162939744114,0.07463249758998855,0.12459515457427137,0.12459515457427137
XRN1,197.52841113046864,2.264698168162698,0.11207766063152079,20.206508196208485,8.58079257425927e-91,1.0095050087363846e-88,1.0095050087363847e-88
BTG1,1979.7979845321158,-0.3908035033175595,0.08267809407105221,-4.726808324605418,2.2807637010015524e-06,8.926668105681222e-06,8.926668105681222e-06
LYN,223.30752367674643,1.3375399986411627,0.16090798902630057,8.312452394284415,9.374426309838421e-17,8.116386415444521e-16,8.11638641544452e-16
CCR7,1299.2951417185222,0.777111056230142,0.24756486590958066,3.1390199630103006,0.0016951389919853481,0.004243151419237417,0.004243151419237417
RPL10A,2027.4305826353402,-0.4385557081225487,0.1866316104926833,-2.3498468826626873,0.01878113515259593,0.03744992054356118,0.03744992054356117
HLA-DPB1,1789.2433291872253,-0.0585809416069149,0.17474875217506983,-0.33522952740873546,0.7374519497448112,0.7942401181958119,0.7942401181958118
RPS20,1865.9077028909883,-0.029151394851920323,0.1239084032456037,-0.2352656808444073,0.8140025303128765,0.8559437753027092,0.8559437753027093
UBC,1877.5926886913444,0.31844114156175707,0.06347647527288044,5.016679646952722,5.2572118360386e-07,2.21823284221038e-06,2.21823284221038e-06
HLA-DPA1,1802.6642615158191,0.1428454503854208,0.17811216416421852,0.8019971631680248,0.422554599229518,0.5162548555033818,0.5162548555033818
HSP90AA1,1586.5478838431113,1.0574845515034168,0.09956200796427019,10.62136625330936,2.3706567357333385e-26,3.2253833139229096e-25,3.2253833139229096e-25
S100A4,2007.5483936034013,-0.8327260220218755,0.2179494082289306,-3.820730823674425,0.00013305681041226436,0.00040752468732699657,0.0004075246873269965
CST3,1954.1446146605738,0.6877517964596139,0.18618839986621524,3.6938487948432592,0.0002208851767803489,0.000649662284648085,0.0006496622846480849
IDO1,1557.7016805133853,4.052579611490724,0.189960282408838,21.333825998261286,5.511065970346922e-101,1.0020119946085312e-98,1.0020119946085314e-98
CXCL11,1554.5052975059843,8.479932243776332,0.3625275778416927,23.39113701159397,5.26027322919545e-121,1.1689496064878776e-118,1.1689496064878778e-118
NACA,1806.0183858584514,-0.4738428662983714,0.09585157957329578,-4.943506078958597,7.672995643571095e-07,3.177223868973538e-06,3.177223868973538e-06
RPS25,1721.5242830599868,-0.18533434676856986,0.13078831144747352,-1.4170558876203765,0.15646658826789728,0.23301055587177555,0.23301055587177552
RPS24,1783.6803986949626,-0.16752009378067267,0.08226272979585807,-2.0364032921881874,0.04170987513249838,0.07535659463866012,0.07535659463866012
PFDN5,1869.8964846722215,-0.45818729111187295,0.06605954445283321,-6.935974126176734,4.034314396767647e-12,2.782285790874239e-11,2.7822857908742394e-11
EEF1A1,1610.2115823496495,-0.6971489291713167,0.11053030926293436,-6.307310038488249,2.8392672345275097e-10,1.675083914175522e-09,1.675083914175522e-09
CD44,645.3138593997119,-0.8214302731519918,0.10386233241656866,-7.908837150483182,2.5980420031317383e-15,2.0867807254070187e-14,2.0867807254070187e-14
NFKBIA,1785.6294865827026,0.14041754312282115,0.14000582341943626,1.0029407327018922,0.3158894579556756,0.41036800214731717,0.41036800214731717
CDC42SE2,153.79903811228377,0.38983436733514104,0.16070718977433449,2.4257431660807933,0.015277077471314272,0.03146668892134763,0.03146668892134763
CLIC1,1854.535142992742,0.4840103913198256,0.1725731725188291,2.804667633186243,0.00503684884743496,0.011512797365565621,0.011512797365565621
TMBIM6,1753.0001871481354,-0.0857679186165713,0.0808597228015119,-1.060700131598369,0.2888262001620423,0.3822980809557145,0.3822980809557145
PSME2,1780.485134045452,1.3060428766922116,0.1371493269481573,9.522780065744678,1.6860692832541307e-21,1.9380106704070465e-20,1.9380106704070468e-20
DOCK8,84.6976749282052,1.2209472762659312,0.16902763295224416,7.22335901497768,5.071887897778344e-13,3.688645743838795e-12,3.688645743838795e-12
DOCK10,51.86170861558278,0.061696007738435386,0.16732254979965186,0.3687250033680981,0.7123327099610915,0.7730143352806201,0.7730143352806201
DDX60L,156.4832678882812,2.244635758272045,0.15708410138462983,14.289388540829602,2.5483710997266487e-46,6.067550237444402e-45,6.067550237444401e-45
UBB,1769.773130713716,0.08311188226801615,0.07005924831418191,1.1863085069839672,0.23550048833993975,0.3261779616896673,0.32617796168966723
UBA52,1755.8474104956435,-0.12043428488541423,0.05610970635620175,-2.1464073278313056,0.031840495206602364,0.05957061778597262,0.05957061778597261
RPLP0,1684.6659434101266,-0.28814154044508705,0.14622234814656263,-1.9705711479634767,0.048772949490857455,0.08644306056355697,0.08644306056355697
EEF1D,1666.6327077586018,-0.2830643939709407,0.09168768218831633,-3.0872674192980236,0.0020200577993612105,0.004987797035459779,0.004987797035459779
CTSS,978.8774000946988,0.8595762727359845,0.1688710329218205,5.090134511902515,3.5780960457452333e-07,1.535663538946452e-06,1.535663538946452e-06
AOAH,41.24732905207584,-0.11824763176420057,0.2276113511031939,-0.5195155302715537,0.6034012857637352,0.6795059524366388,0.6795059524366388
ACTG1,1497.799966408047,-0.7732877036161416,0.13691777423612023,-5.647825550264757,1.6248993612391487e-08,8.20656243050075e-08,8.20656243050075e-08
CFL1,1621.6039409329467,-0.27115689065802073,0.08735478242942993,-3.1040875280878457,0.0019086685614667274,0.004742033693085037,0.004742033693085037
RPL35,1683.1106270447956,0.09277252828345765,0.13225406416141855,0.701472040739913,0.4830084772300216,0.5716076653609723,0.5716076653609723
MX2,371.1442936910833,4.153595140121851,0.2728937479300381,15.220558080307175,2.5831804559298348e-52,8.469444117802736e-51,8.469444117802736e-51
HNRNPA2B1,1098.2488508671688,-0.11463095535165699,0.05308946146030265,-2.159203582002271,0.030834376295752305,0.05790493201080245,0.05790493201080245
SLFN12L,6.525552443207752,0.43144641134812,0.33256819888339645,1.2973171000616082,0.19452210305499518,0.2778887186499931,0.2778887186499931
ELMO1,21.380077636103067,0.2378928095847035,0.22917193594162868,1.0380538463719051,0.2992449870464069,0.39374340400843016,0.3937434040084301
SP110,316.62358036780216,2.5956833925557534,0.10766263938609699,24.109416296652178,1.9913403098582932e-128,7.965361239433173e-126,7.965361239433174e-126
HSPA8,1422.0348325348382,0.5317760272737592,0.0709731072472879,7.492641197473849,6.750124826091354e-14,5.133174772693045e-13,5.133174772693045e-13
RPL24,1626.5721299558131,-0.20344213048388068,0.10286259129227208,-1.9778048358301956,0.04795072775176174,0.08524573822535421,0.08524573822535421
YBX1,1525.9426542355259,-0.6523519731717586,0.05129938757117994,-12.716564545075597,4.784366726990486e-37,8.393625836825415e-36,8.393625836825415e-36
CTSL,1387.1761836352114,0.9203001240812203,0.35353770538882356,2.603117319746891,0.009238033528982195,0.020060876284434735,0.020060876284434735
ANKRD12,302.01279250603227,0.12311398308756161,0.09173960273986813,1.3419938544606194,0.1795979882916815,0.26028693955316157,0.2602869395531616
USP15,140.248859284239,1.2078490065055563,0.08485588098970293,14.234122519476594,5.626473006469035e-46,1.2934420704526517e-44,1.2934420704526517e-44
PLSCR1,1166.0512353950721,2.75079997882739,0.20064099136608693,13.710059744513106,8.838503249751069e-43,1.8805326063300147e-41,1.8805326063300147e-41
FCHSD2,8.43075155611383,0.6605362490106852,0.2798827535354622,2.360046271757837,0.018272655721344767,0.03676590688399349,0.0367659068839935
WIPF1,178.2908315622331,0.9055057349164687,0.08616924803637709,10.50845580704385,7.89760692815185e-26,1.0600814668660202e-24,1.0600814668660202e-24
IFI16,437.9688703682698,2.4547864373324044,0.09081799040618709,27.029737460092147,6.611121575451417e-161,4.407414383634278e-158,4.407414383634278e-158
CHST11,30.99560557528826,-0.6835227405482913,0.17064133450577837,-4.005610613207818,6.185747814758105e-05,0.00019794393007225935,0.00019794393007225935
PSMB9,1478.576589796435,1.738547341442492,0.15272301410301067,11.383663108363308,5.043579295798516e-30,7.759352762766948e-29,7.759352762766947e-29
