gene,baseMean,log2FoldChange,lfcSE,stat,pvalue
RPL11,5490.298963580446,-0.1351772216513579,0.0526676750804447,-2.5666069642316245,0.0102698945136558
SAT1,4950.465851266713,1.5140539282957255,0.080759642733748,18.747655104014324,2.0231709760523357e-78
HLA-C,5152.475017539559,0.7059572851138338,0.0542017064941687,13.024632078508152,8.86272421171969e-39
SOD2,5237.949529439988,0.6886227803213838,0.1373041149394804,5.015310579911669,5.294786583402803e-07
RPS27A,5293.355517996677,-0.1377758070846986,0.0585619123762705,-2.3526521162673952,0.0186400638966823
EIF1,5220.892492569794,0.0450874678700991,0.047078594326497,0.9577063316166762,0.3382108631154257
RPL15,5219.258129278558,-0.4841758311879136,0.0644805707063098,-7.508863924191881,5.964268094734073e-14
RPL7,5201.527611432104,-0.5689936801244392,0.0681808786839301,-8.345355635003683,7.099990227835745e-17
ISG20,5016.336841005251,4.183380328572321,0.1466863238725951,28.519225365589023,6.766800667339762e-179
RPS3A,5084.0177476997815,-0.3999415913519196,0.0645465973627994,-6.196168468865264,5.785420215756837e-10
RNF213,286.7675413124573,1.9940247379959808,0.109968497199736,18.13269062297204,1.7593611723391268e-73
RPL18A,5090.741118780137,-0.1244908251583454,0.0422215157047641,-2.9485162500762234,0.0031930335227554
RPL34,4739.412535183913,-0.0594340163636312,0.050943857374118,-1.166657167853696,0.2433488466654947
RPL19,4738.627396943728,-0.1683807516039356,0.046337862357819,-3.6337617454967246,0.0002793188087311
TMSB10,4337.555293413852,1.5609808943380543,0.0658793022088689,23.69455719778267,4.103011082307737e-124
C15orf48,4942.215372651759,0.1965038626217111,0.0589630103554871,3.332663333113288,0.0008601896302565
S100A11,4451.927123450665,0.0848185413219254,0.0650909190109638,1.3030779502074432,0.1925481505931086
MBNL1,52.270741490569975,0.1500157036672807,0.1356863704211879,1.1056062830895452,0.2688969691197527
SRGN,4039.239347512724,-0.2106665854872776,0.058244585622919,-3.61692993836634,0.0002981179540261
RPL8,4271.007481128745,-0.3995346117193053,0.0411218296307185,-9.715876343713251,2.5801984973999725e-22
PFN1,4129.583488178358,-0.9494874953100532,0.0698209425043996,-13.598892556487945,4.0654261851262555e-42
PTMA,3469.1394853751017,-0.0763097963477748,0.053266352027155,-1.4326078930442316,0.1519699248131063
STAT1,290.1314166133162,2.442628753943408,0.1751335695593748,13.94723330363739,3.270480443421266e-44
RPS12,3838.4287536251095,0.145122364472656,0.049437091399962,2.935495603868949,0.003330153300459
TPT1,3341.012222821085,-0.0373488563362608,0.039113874179598,-0.9548748908064484,0.3396409689540619
PABPC1,3076.071242720125,-0.3523940830995997,0.054192568200801,-6.5026274782524665,7.89290842556617e-11
RPS9,3979.73944951994,-0.1810413968280668,0.0467380169464371,-3.873536120189793,0.0001072674999116
OAZ1,3901.52256500555,-0.5869379827626335,0.049672846533432,-11.816073040380273,3.2240600909417783e-32
MYL6,3848.703638919223,-0.4087622169861102,0.044632802162004,-9.158336406986558,5.2703494743422654e-20
APOBEC3A,3770.4034518972144,5.338040220683356,0.2818702118933376,18.937936665344832,5.55310527459117e-80
PTPRC,661.5458464972285,0.0382396487221479,0.0563412570778839,0.6787148655431476,0.4973185452509496
IFIT3,2633.6748778120577,6.5728747218281445,0.3332668051664628,19.722560482869184,1.3805927677617813e-86
LYZ,2604.601780312045,-0.1499453127306258,0.1361695997328383,-1.1011658477723012,0.270824482633359
RPS13,3679.056174432457,-0.1205881293475896,0.0607764178199516,-1.984126963600066,0.0472416879432816
RPL12,3629.4733445788697,-0.0900942355441987,0.0367109243088509,-2.454153286532126,0.0141216770365649
RPLP2,3513.0622356374483,0.1494174023734998,0.0468023451550461,3.1925195602594694,0.0014103739205845
TYROBP,3516.1289165975645,0.2248522734754552,0.0785773358257551,2.861541067949465,0.004215868806089
RPL26,3416.5970694958637,-0.2387051381573938,0.049422814180101,-4.829857265665435,1.3663095710952455e-06
RPS27,3229.841490390334,-0.0678222343479198,0.0503817801888734,-1.3461658975459947,0.1782490204475521
ARHGAP15,56.40946297660773,0.5471100997749494,0.1347030662631768,4.06160093420613,4.873733802455087e-05
ANXA1,3420.146561777411,0.5403565210410802,0.0674049314231403,8.016572521214291,1.0873673620998977e-15
RSAD2,1950.2851001263743,7.115754758160676,0.4131493207438549,17.223203333238235,1.7786552401333011e-66
SH3BGRL3,3368.075919333599,-0.733975918340059,0.044933582888763,-16.33468490943798,5.592042422404337e-60
VIM,3019.711932331679,-0.6504019489118998,0.0486032206226229,-13.38186936133121,7.71814865726497e-41
HLA-E,2262.355338359825,0.95261759889466,0.0555848839321086,17.138069408549768,7.717070427364983e-66
SMCHD1,256.8820305408241,1.7994182774945722,0.0847084655462079,21.24248463116121,3.868760499212143e-100
MAML2,16.756964239835277,0.7394177519150028,0.2113105525115977,3.499199368542752,0.0004666575120836
HBB,3421.3398803307728,-0.3609613283705371,0.8126281863782207,-0.4441900175519327,0.6569052088442624
TNFSF10,2380.252632580138,5.3823331578663165,0.2473604381857697,21.75907027551488,5.668599038998606e-105
RPS15,3242.813390806078,-0.0286309622648537,0.0474566463933802,-0.6033077438200009,0.5463039823458704
FCER1G,3255.464753562263,-0.0974322824323298,0.0807654673270045,-1.206360659535894,0.2276784579529319
GAPDH,3203.529124385299,-0.9630619828575756,0.0505828406377723,-19.039302077835803,8.059440314406657e-81
MX1,1475.5045896304543,5.327942095117014,0.3177625478212577,16.76705493346559,4.2506081144959683e-63
RPL23A,3249.1791214586046,-0.0334285229684366,0.0435402675928508,-0.7677610822475854,0.4426291395591404
HLA-DRB1,2991.102770457004,-0.1033539374285985,0.0704138390782547,-1.4678071637840358,0.142156611003022
EPSTI1,638.431655410056,3.3517289114707807,0.1663614577064407,20.147268229551088,2.84379992293751e-90
RPL9,3037.411789919922,-0.1999234623030835,0.0547098839577361,-3.654247602819379,0.0002579372597928
RPS15A,3125.217331671274,-0.0839735203394041,0.0599002392109904,-1.401889565809894,0.1609482267784043
EMP3,3108.895823155351,-0.058450267105151,0.0520011814400874,-1.1240180604837562,0.2610053642225973
RPL27A,2968.392088053293,-0.0350948390553284,0.0503809574170593,-0.6965893634138256,0.4860598143055936
S100A10,3090.3843554941013,-0.2501361389103476,0.0572378919158887,-4.370114456310224,1.2418142888368172e-05
TYMP,2725.5642669905283,1.1817204401404164,0.0870745449431975,13.57136509770224,5.920894655834315e-42
UTRN,32.91432555430406,1.354097889117175,0.1611543421546608,8.402490873113669,4.3710633526609465e-17
RPL28,2790.509796112309,0.2599083957170533,0.0330141918562767,7.872626319266964,3.472727426930401e-15
CD63,2923.166379525224,-0.2874435956095078,0.0438306707890606,-6.558046920907465,5.451705747274877e-11
RPL31,2742.257319937456,-0.0045557568104731,0.0419443596614226,-0.1086142891975823,0.9135084266681466
RPS8,2703.026347321972,-0.2424302344398285,0.058275055733826,-4.160103004399338,3.1810409847991586e-05
RPS23,2778.704439567811,-0.0564820458463061,0.0524637279736085,-1.0765923053489252,0.2816624433154396
IFIT2,1702.6272379662082,6.698910674057541,0.3405686670416256,19.66977976056375,3.914772198628359e-86
PARP14,227.88933404726745,2.4052792592113383,0.1009584253971782,23.82445298397616,1.863765106425677e-125
RPL35A,2699.1439028883915,-0.0445156806213849,0.0563788733792666,-0.789580882929733,0.4297725763833153
SP100,414.08955588230526,1.5782866773023116,0.0828986378453459,19.038752847142465,8.144392251053311e-81
NEAT1,659.9282843864216,-0.2760599173120053,0.0723659363022468,-3.81477710948147,0.0001363059056213
RPL30,2643.3326224298035,0.086674060081854,0.0460306299633786,1.8829648899181004,0.0597051262375844
IFITM3,2791.569801474762,4.977140609004555,0.3553832894870301,14.004993358547312,1.4529330720213774e-44
SYNE2,100.85785837673126,1.380523525442726,0.1445873022537451,9.548027412669756,1.3218917186541218e-21
IFI6,2244.687545328692,4.873908642002534,0.3672812185900282,13.270236525333894,3.444916971581701e-40
IFIT1,2366.5966392108903,7.644899970588148,0.4424261099013046,17.279495489752073,6.713265777027273e-67
FOXP1,78.54997930549064,-0.1473768949934623,0.1034993347418824,-1.4239405051347085,0.1544636951952589
SAMD9L,557.6288040155652,3.663490802799342,0.1841504096061836,19.89401386960762,4.585380496063316e-88
RPS16,2554.747765390861,-0.2054845446946724,0.0408472599630681,-5.03055883994325,4.890522688028549e-07
PDE3B,25.574428820996697,-0.7833132231621741,0.176331656178602,-4.442272250699983,8.901383128096306e-06
RPL18,2550.505255081556,-0.1300888224783568,0.0411591520000791,-3.160629317098341,0.0015742870535257
ANXA5,2483.677110771957,-0.063367285204355,0.0557507368315695,-1.1366178961149174,0.255698055438763
CYBA,2455.109707161553,-0.2413713775146493,0.0714762743092895,-3.376944025792333,0.0007329596409745
ANK3,5.726340386516357,1.6325737073895317,0.3565485766421554,4.578825479446632,4.675941239800726e-06
RPL14,2482.7579715789616,-0.3295552294370089,0.0556559107167851,-5.921297939297202,3.194105856823897e-09
RPS5,2479.310204634115,-0.1318278129501593,0.0467324211137731,-2.820906980813512,0.0047888086503828
PSAP,1655.9926566992494,-0.5085731737401673,0.0897605683850134,-5.665886289386279,1.4626650424562042e-08
IFI44L,469.5269075379218,5.3213265693884,0.5257394980268508,10.121603169173769,4.430975494544465e-24
TXN,2446.387801617419,1.261361477681706,0.079846414861206,15.79734644159393,3.244907468354165e-56
FAU,2453.496002871156,-0.1938633846247754,0.0461194238214387,-4.203508382397822,2.628094148058557e-05
ARPC2,2031.539604042374,-0.3409727635802875,0.0469943099459267,-7.255618051900805,3.998318770209201e-13
CTSB,1351.2352744663558,0.4836376176261701,0.0732620489091793,6.601475454579769,4.070856759284814e-11
S100A6,2388.4619559478924,-0.6673469664401096,0.0666259256010313,-10.016325633302417,1.2921782962007674e-23
ZEB2,147.819335613367,0.2037862819406531,0.0944647555781134,2.1572731617575727,0.0309843868693066
ANXA2,2144.1590054196968,-0.1181028467611364,0.0594989635327916,-1.9849563714844607,0.0471493257279176
LGALS1,2422.387926766789,-0.2868719465851242,0.0558655504289027,-5.135041978154529,2.820810547267744e-07
LGALS3,2315.258218382903,-0.3404600930267143,0.0858088645687035,-3.9676564273161135,7.258287002892223e-05
SLC8A1,25.123771673497306,0.4873148626392033,0.1935521528314623,2.5177444709878176,0.0118108972795648
RPL6,2343.47415292628,-0.8330258072133991,0.075786927823752,-10.991681958010757,4.190432722144552e-28
RPS7,2373.8095680282117,-0.4996593753769473,0.0643905667850051,-7.759822600184112,8.504826489296663e-15
ZBTB20,10.289270713648213,0.1146522556615997,0.2601271146557599,0.440754727984913,0.6593905714648585
ANKRD44,20.125557811720302,-0.3231627559704538,0.1756788943943259,-1.839508138325872,0.0658404819975797
LY6E,2202.203407997131,4.552847645028968,0.2755971028083787,16.51994015406809,2.6365956799339788e-61
MYL12A,2132.42046827607,1.377277864459295,0.06748760506965,20.40786397795396,1.4237211758738726e-92
TSHZ2,36.080265856462205,0.7341064544554844,0.2031513441759291,3.613593882104703,0.000301981940953
ETV6,45.55562259904997,0.0420259501723522,0.1273711730965401,0.3299486779516346,0.7414387414562507
SERF2,2174.6709434763225,-0.0425379690944891,0.0354013277724,-1.2015924760780603,0.2295214579760516
RABGAP1L,283.7084123883829,3.52599374898657,0.1944445596620811,18.13367139257729,1.7282555327486078e-73
LINC-PINT,53.90901322478072,-0.4546714212950921,0.1236493366496297,-3.6771036029367448,0.0002358972489591
GBP1,1033.6388233311932,2.747112613661733,0.1652780729185681,16.621155880824098,4.89791260623629e-62
RPL29,2249.7538612271173,-0.1966090276111806,0.039691175295946,-4.9534695343541895,7.290177674717526e-07
XRN1,197.52841113046864,2.2696690061831317,0.1114037934308165,20.37335476904231,2.8823967463773477e-92
BTG1,1979.797984532116,-0.3931869312583153,0.0459943883144715,-8.548584852787439,1.2460683903983516e-17
LYN,223.30752367674643,1.3121700007252728,0.1133663306036121,11.574600622060386,5.542877606304456e-31
CCR7,1299.2951417185222,0.7661472043714472,0.1797370366530428,4.2626006227663975,2.020614623230918e-05
RPL10A,2027.43058263534,-0.4796665462426457,0.0832524746951597,-5.7615890458392975,8.332568243874525e-09
HLA-DPB1,1789.2433291872253,-0.0461820376945656,0.0840924547579763,-0.5491817051539363,0.5828807582116681
RPS20,1865.9077028909885,-0.0391654303514429,0.0462076065352827,-0.8475970362485094,0.3966624254742767
UBC,1877.5926886913444,0.3112564680190899,0.0578297911958519,5.382285870010469,7.354584083026212e-08
HLA-DPA1,1802.6642615158191,0.1372950979497918,0.0795797942921406,1.7252507269090935,0.08448229749822
HSP90AA1,1586.547883843111,1.0458882726569136,0.0871037087729024,12.007390814824689,3.249358883285738e-33
S100A4,2007.548393603401,-0.8135079113634623,0.0845361787435153,-9.62319238289281,6.3819100900221015e-22
CST3,1954.1446146605736,0.7128851536410574,0.0782648459865258,9.108625266620836,8.343242081348906e-20
IDO1,1557.701680513385,4.080743030624514,0.2139328356004603,19.07487936188386,4.0836363230805397e-81
CXCL11,1554.5052975059843,8.841971325666094,0.4218964404017117,20.957681741157018,1.5967678810453914e-97
NACA,1806.0183858584517,-0.4829463687778515,0.0618100028402177,-7.813401497914415,5.566491984135678e-15
RPS25,1721.5242830599868,-0.1956228556157388,0.049991934573305,-3.913088326855799,9.112318487253972e-05
RPS24,1783.6803986949626,-0.1705459294479274,0.0672162379663194,-2.537272757415911,0.011171987250469
PFDN5,1869.8964846722213,-0.453205590933631,0.042500641451693,-10.663500019140942,1.5081280877086935e-26
EEF1A1,1610.2115823496497,-0.6947129157771117,0.0404704625017857,-17.165924796299457,4.778114961626196e-66
CD44,645.3138593997119,-0.8349522039246584,0.0784318218158243,-10.645579620543751,1.8284275750646292e-26
NFKBIA,1785.6294865827026,0.128433698001755,0.1112797352481566,1.154151721473318,0.2484379717547925
CDC42SE2,153.79903811228377,0.4067558531606925,0.0838353030813644,4.85184448806638,1.223185208286002e-06
CLIC1,1854.535142992742,0.4887650909450912,0.077194897867515,6.331572480138897,2.426751235116096e-10
TMBIM6,1753.0001871481354,-0.0802579282729421,0.0414147452671402,-1.9379070849101965,0.0526345594407019
PSME2,1780.485134045452,1.3444712209385048,0.1213234300246576,11.081711262740065,1.5390253384538006e-28
DOCK8,84.6976749282052,1.2157088226944424,0.155026234307234,7.841955447909072,4.435837603461262e-15
DOCK10,51.86170861558278,0.0731876154640576,0.1757355213572867,0.416464553658793,0.6770700999525933
DDX60L,156.4832678882812,2.2644623611429964,0.1315613416534498,17.212216998424154,2.1503937690100668e-66
UBB,1769.773130713716,0.0789796478725436,0.0542424052531455,1.4560498839229394,0.1453788301698114
UBA52,1755.8474104956435,-0.1186783954816475,0.0383903893238489,-3.091356914370284,0.0019924398318942
RPLP0,1684.6659434101266,-0.2991138767199129,0.0501771024968086,-5.961162798089764,2.5044929391816063e-09
EEF1D,1666.6327077586018,-0.2823231780069402,0.0366606528947311,-7.700986090389997,1.3502018894546616e-14
CTSS,978.8774000946988,0.8905034005628413,0.0929942529014066,9.575897141804676,1.009767807142271e-21
AOAH,41.24732905207584,-0.1001995965633257,0.1301508132498924,-0.7698729962673403,0.4413752336508844
ACTG1,1497.799966408047,-0.7515131143411271,0.0704101071455862,-10.673369844292823,1.3561693351596775e-26
CFL1,1621.603940932947,-0.2633113616334769,0.0487287577832041,-5.403613258621491,6.531168384204085e-08
RPL35,1683.1106270447956,0.0827399399981714,0.0495602631237878,1.6694814511276883,0.0950220034193071
MX2,371.1442936910833,4.353281102676849,0.314294729853004,13.850951636105648,1.2553782173381193e-43
HNRNPA2B1,1098.2488508671688,-0.1179126545107165,0.0483040589202187,-2.441050651777866,0.0146446005788088
SLFN12L,6.525552443207752,0.4501883963469186,0.3011496129160611,1.4948994686983006,0.1349406809738114
ELMO1,21.380077636103067,0.2302028655157704,0.2011188599300243,1.1446110304914483,0.2523703209392945
SP110,316.62358036780216,2.60710741544612,0.1231579916807727,21.168804231590418,1.8519677409110807e-99
HSPA8,1422.0348325348382,0.5287402755059577,0.0602378275245796,8.777545559560709,1.6708083229612981e-18
RPL24,1626.5721299558131,-0.2099342131356812,0.0528277409007334,-3.973938872952384,7.069371329001174e-05
YBX1,1525.942654235526,-0.6510057271264708,0.0518716139496022,-12.550327193577951,3.95870874662151e-36
CTSL,1387.1761836352114,0.927122652224768,0.1409175130344441,6.579186875077434,4.7302794876612646e-11
ANKRD12,302.01279250603227,0.1195170364960628,0.0732935473406952,1.6306624639206495,0.1029615610310496
USP15,140.248859284239,1.2105657331624262,0.086633929215517,13.97334444050127,2.2672467682317367e-44
PLSCR1,1166.051235395072,2.804598373171853,0.1241871508778054,22.5836437453296,6.275572067654086e-113
FCHSD2,8.43075155611383,0.6327000326247157,0.2749788797321112,2.3009041030391204,0.0213970521471488
WIPF1,178.2908315622331,0.9038828743047548,0.0778787191588853,11.606288393889551,3.828770509751335e-31
IFI16,437.9688703682698,2.475507342884515,0.0955518525359555,25.90747617324318,5.485595346218239e-148
CHST11,30.99560557528826,-0.6816801300591023,0.1514683881019796,-4.50047787925323,6.780086067573825e-06
PSMB9,1478.576589796435,1.766876158911496,0.1012383026082664,17.452645030490906,3.2865485645019907e-68
XAF1,289.5153988613074,3.5159653971812044,0.2822471657494501,12.457044122463628,1.2802853209283496e-35
KYNU,831.2092678421538,-0.0347961154970829,0.092926971151153,-0.3744458155263049,0.7080726621020046
JAK1,363.61172822798767,0.0397779558563363,0.0576857807483107,0.6895625809398657,0.4904693056555317
IKZF1,54.81169576154196,0.397475257303264,0.1191878067804935,3.3348651010525634,0.0008534078835973
ARPC1B,1426.7097224606946,-0.7469759495118292,0.0832496753036803,-8.972719074122406,2.8928319805576255e-19
TNRC6B,38.21339345953948,-0.125608727063854,0.1302825347278404,-0.964125600766442,0.3349829590180816
COX4I1,1505.4966469992728,-0.399315523580589,0.0538994239647586,-7.408530448148676,1.2770659512848371e-13
NPC2,1524.451926565258,0.0495784224207948,0.054021755913497,0.9177491842394538,0.3587501915483594
APOBEC3B,1601.7307070706092,4.820537081525648,0.5327162848079536,9.048976385738746,1.4431478192429316e-19
OAS1,1073.1037655941789,4.05032274969867,0.2187928503697948,18.512134847427497,1.6483650713254774e-76
CCL7,1615.9122152118905,3.0153447485078444,0.2391661021107538,12.60774299491442,1.913959353418589e-36
EIF4A1,1414.0604621212358,-0.3116193074659616,0.0425181183730389,-7.329094498771644,2.317129622474728e-13
TNFAIP8,332.6516125094661,0.4286803877863412,0.0876883435612591,4.888681555341103,1.015135505951945e-06
CCL3,1562.6426152903966,1.5551283986891993,0.2435310405944346,6.385750230825968,1.7055919222619652e-10
FOXN3,25.075840384363204,-0.7033486244900484,0.1863071513265607,-3.775210020023403,0.000159872908557
RPL27,1434.3678634886282,0.0595232752349613,0.0587208572022176,1.0136649577505372,0.3107426504581255
SDCBP,1348.54520901887,0.1782431817580629,0.0767299361266143,2.32299400671908,0.0201794744044827
LAPTM5,1282.030830874241,-0.2235596930730698,0.0537370058862657,-4.160255849502173,3.178912825503198e-05
RPL7A,1395.9761183185203,-0.3658631037295276,0.0553400232818044,-6.611184492396517,3.812569730211837e-11
MACF1,19.62561576979479,-0.6501497733883115,0.2002057108185339,-3.2474087314003044,0.0011646100938192
RPL36AL,1365.0349328387622,0.1246224996674191,0.033728469589793,3.694875610517846,0.0002199944603168
ARPC3,1300.9647400623078,-0.2535619371290607,0.0401830584006299,-6.310170186674633,2.7872879463351363e-10
ITM2B,1120.6621554700348,0.5649641813883656,0.0557106415733826,10.141046044931814,3.6318940255011065e-24
MYL12B,1341.0765919436694,0.083960672341844,0.0467881185392419,1.7944870399399553,0.0727354653638664
JAK2,28.751622698214828,1.8658348582749944,0.2091159619526073,8.922488942751558,4.559244294214642e-19
IQGAP2,85.24925066617051,1.198893104741721,0.1263176872251229,9.491094486277746,2.2862106010528107e-21
DYNLT1,1262.6507687170656,2.2033506885425336,0.0819994672246932,26.87030493143275,4.885115140944878e-159
RPL5,1282.1878131702672,-0.6071157833628523,0.0678266549127,-8.95099108373063,3.5230483345754003e-19
DOCK4,18.96594428728761,-0.2479606883460212,0.258661823075947,-0.958628859092268,0.3377457487914566
GBP5,226.48035038147688,2.559073403605044,0.2253536289831253,11.355811819638678,6.9392308296554e-30
SAMSN1,639.6914810691836,0.3629673841211639,0.1032698178662022,3.5147479836889954,0.0004401714897871
CLEC2D,262.19126981846057,1.5086271686200257,0.1203023787577277,12.540293751449344,4.493268851714939e-36
CELF2,81.03217464411489,0.3120383134576278,0.112519838152179,2.773184876391373,0.0055510574305259
GBP2,458.8889081502948,1.2159473781563217,0.1323775924444954,9.185447141789922,4.098210950121068e-20
RGL1,67.19525257396239,1.879143204366904,0.2003833465578473,9.377741397409125,6.740102486176096e-21
MYCBP2,64.9463400741133,0.9138123250204828,0.1235136291534103,7.398473603957343,1.3775876798806854e-13
CSTB,1356.93384996565,0.3128098194118324,0.0905961730873196,3.452792858152362,0.0005548148671853
FYN,116.50564249625576,-0.4180944217793083,0.0897503400103413,-4.658416020832165,3.186517486586534e-06
BTF3,1322.025697205761,-0.4346295290396432,0.0493211028829207,-8.812242704129584,1.22666689250745e-18
CXCR4,1279.022564532519,-0.4819233772646533,0.0529028879156107,-9.109585435740389,8.269736035232433e-20
RPSA,1344.3385265847755,-0.294923611266244,0.0548353783553043,-5.378345515468037,7.517344567454609e-08
MED13L,11.267260341916304,0.1145500002440778,0.2440524536258034,0.469366312619471,0.638807823322928
PARP8,25.885165622522944,1.392431154158932,0.1806666447194055,7.707184446368202,1.2862383937776647e-14
BAZ1A,412.3395201778569,0.8842895705730818,0.0752137281691297,11.757023512843546,6.498502914045632e-32
HSP90AB1,1025.645911739824,0.6578231685922169,0.0904752079334048,7.270756084654856,3.5748092162554025e-13
CCL4,1391.033137849798,1.8585231462697864,0.2339260064925128,7.944918883267779,1.943179012794545e-15
ATP6V1F,1343.6042721399635,-0.2875548402384154,0.06356891598326,-4.5235133522512605,6.082148068080408e-06
CD247,102.47447825755695,0.1830713955875297,0.0992109222960968,1.84527460636995,0.0649976024786563
FNBP1,125.39781206331276,-0.0830359459645223,0.1497155676153314,-0.5546246611966839,0.5791514172556818
SAMD9,463.6744424031385,3.348349972874716,0.1551015670895224,21.588111814125607,2.3231180578744384e-103
RPL36,1226.1826711153476,-0.0580370417902916,0.0592798146203734,-0.9790354804912854,0.3275624488038211
RPL4,1190.8906454712717,-0.7276158829370527,0.0654753014696755,-11.112829824449808,1.0866046674080836e-28
IFIH1,272.7835233549532,3.759466880352012,0.2295472712658645,16.37774589791464,2.757753535021173e-60
PRRC2C,145.2642508633271,-0.1026286621893479,0.0921516090904577,-1.113693653342567,0.2654106329782886
PKM,1134.7109900119583,-0.7938545935123058,0.0522488621643978,-15.19372021948517,3.891903368923933e-52
AKAP13,126.43310918505452,-0.5126979623367397,0.0912476422794835,-5.618752983955365,1.923406092677439e-08
ARPC5,1108.349472964641,0.0153370910004928,0.0438684596618044,0.3496154439597668,0.726627318948541
CALM1,997.6501696206708,0.6980428110804018,0.1105500302696599,6.314270646310052,2.7143854726708397e-10
RPS28,1261.8905185261633,-0.1389052019784797,0.0546177163936816,-2.543226102264298,0.0109834130403592
IRF7,1187.530362962579,3.1948462857102,0.1310781671704656,24.37359595938917,3.2595499988843546e-131
ZFAND3,40.20051617135569,-0.2092677471213459,0.1587056706540214,-1.3185902322138816,0.1873061409773706
EIF2AK2,365.98554018150026,3.66345651302977,0.2138654120865475,17.129728820045166,8.906890076895784e-66
CFLAR,378.04054878534834,1.7189470509686733,0.0906873328024972,18.954654391614643,4.042004662295879e-80
UBE2D3,832.6768392004255,0.396415848429851,0.0428586144330319,9.249385535999162,2.257868988951733e-20
BST2,1196.2433374742252,2.2483023875769583,0.1193655228942093,18.83544203605233,3.868834242911897e-79
ARHGAP25,54.37376202370306,1.1721453938038404,0.1798287940049096,6.518118526512717,7.119472798425754e-11
FNDC3B,141.75978344683256,-0.4847003413279973,0.1084440291486368,-4.46958993623938,7.836970119029131e-06
IL7R,335.2173838561078,0.2087587109761049,0.1069469362505474,1.9519840239933604,0.0509401013972805
DNAJA1,1040.47928644716,1.1448068089517922,0.0748191251932206,15.300991638104902,7.530050527169119e-53
GSTO1,1230.340890999024,0.1008297465857053,0.0649514712965632,1.5523858747606298,0.1205699212157377
ARHGDIB,1016.3098725315494,-0.7183365317694173,0.0723529302210435,-9.92822999116755,3.1377575203812325e-23
CTSC,709.8146825642792,2.477613033493834,0.1502570724091293,16.489160834623707,4.3900422609326365e-61
PDE4B,72.95484601741724,0.4767588114828645,0.1195704959862921,3.9872613017974032,6.684039691426227e-05
ARID1B,5.868578917667438,-0.6932914662052193,0.3181078568531541,-2.17942264319884,0.0293002855404973
FHIT,17.137923364239025,0.4044326429017159,0.2071742371755567,1.9521377195129,0.0509218560277033
LAP3,719.6472814344431,2.563681195842721,0.1815529244960305,14.120847697492058,2.8257166314116133e-45
