gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PEX10,5.631517015682446,-0.5289133127823609,0.3675041656116128,-1.4392035853583471,0.15009284987281477,0.3375065189136366
PANK4,11.276160843874788,0.10015659459334032,0.2836547972808514,0.3530932512104619,0.7240185322112718,0.8650834957041318
RP3-395M20.12,9.257798779537062,-0.7474681604295877,0.3319331701697931,-2.2518634098762615,0.024330905042063977,0.08904462757957037
TNFRSF14,82.39331917270493,0.43140486472260775,0.10892077155732499,3.9607217113363857,7.472357675568135e-05,0.0006396791040448479
RP3-395M20.9,2.5524843514399658,0.16533565057782276,0.6608616016566177,0.25018195967713497,0.8024466358240768,0.9051268498956813
FAM213B,4.389598788165565,-0.9439575568008586,0.5003649588186571,-1.8865380961718565,0.05922247974228749,0.1751374661395875
MMEL1,0.5556810700072827,-2.464470144053585,1.973145922492097,-1.249005517514357,0.2116630557991277,
TTC34,0.35771900231244114,-0.7875242652807126,1.5421398292816912,-0.5106698175661096,0.609582278665709,
MEGF6,0.24519602860591114,-0.4342414917031913,1.829704812704647,-0.2373287148222018,0.8124017871453536,
TPRG1L,7.6895092560676535,-0.5913125381859364,0.32075138081404675,-1.843522969987604,0.06525269114991092,0.18819231416958995
WRAP73,23.368463805583836,0.004012906370397907,0.18969565797395055,0.02115444503716036,0.9831224537352055,0.9930825739458721
TP73-AS1,2.2642421662702263,0.3236479464096665,0.6268475009196818,0.516310499658729,0.605637564107684,0.7891378978846553
SMIM1,1.5498931657853054,0.08205634118789766,0.6746158544066608,0.12163417247296683,0.9031887486970268,0.9580130970221905
LRRC47,21.063809055995232,0.26072881597067044,0.23341804409865288,1.117003687429044,0.26399274855513366,0.48987706625065075
CEP104,19.07582201643972,-0.23576135543106014,0.21520465521311236,-1.09552163357057,0.27328817311193365,0.5002413103938742
DFFB,2.6112210838006917,0.08697178887306167,0.5411689320519201,0.16071097899743728,0.8723210418529609,0.943232403315901
C1orf174,41.33480522792365,0.3852459590616461,0.16440871256054146,2.343221068164402,0.019118051485012937,0.07367186777189948
LINC01134,0.3596290508316698,-1.8890207837637774,1.6267902195453308,-1.1611950705554015,0.2455625789761149,
NPHP4,1.0627511385956459,-0.36556097490037126,0.7886829948071682,-0.4635081234251163,0.6430001934382044,0.8139677420140263
KCNAB2,15.089684986984205,-1.4317575978174648,0.2410090626484037,-5.940679500115668,2.838430680168855e-09,5.165334358926912e-08
RPL22,352.4595542040095,-0.33314092266754486,0.1370979368198023,-2.4299484762153347,0.015100969388813425,0.06100544834806649
RNF207,0.4008868922584191,-0.7692324540376205,1.400773316521797,-0.5491484203508888,0.582903598327178,
ICMT,8.417436402128786,-0.4959422552258171,0.3177548615904477,-1.5607699996893645,0.11857802828925132,0.28901567494904823
GPR153,0.3532343243106111,-0.7312768567941978,1.3719035213664663,-0.5330381075673742,0.594007201343039,
ACOT7,5.26721701019224,0.7426468038897295,0.5062754557281693,1.466882890503926,0.14240791560565308,0.32687617822464216
RP1-202O8.3,0.9276792375652494,0.3348311547146207,1.061179482107561,0.3155273545711867,0.7523612850433207,0.8789969399558863
ESPN,0.32547666951628523,0.5772948857370126,1.8003894263459221,0.32065000898649615,0.748475635334533,
TNFRSF25,37.19352586448244,0.25178987641251854,0.24850496856104964,1.0132186807792614,0.31095571950100576,0.5436892245161609
NOL9,7.2362895423405424,-0.08285263869984019,0.3119298295488906,-0.2656130669505406,0.7905372210256214,0.8986151100731243
ZBTB48,10.735902126014562,-0.5640840681456596,0.2773348000776364,-2.03394621947102,0.04195701816854563,0.13452404681726982
KLHL21,4.140342455526197,-0.5194291577297128,0.3999185047061917,-1.2988375171869628,0.1939996963752546,0.40136118526458514
PHF13,3.5419849084093507,-0.4961052627896468,0.438215452684381,-1.1321035343474302,0.2575909091555221,0.4828303534171042
THAP3,21.666353234214828,0.36601719582162234,0.21476494091970136,1.7042688357522602,0.08833087432865475,0.23362590813853956
DNAJC11,5.043350761675276,-0.039593232805820236,0.38622541662440646,-0.10251327618949417,0.9183492754905951,0.9654741159295593
CAMTA1,129.04807919764983,0.21887406099561912,0.11025882824098605,1.9850932980825746,0.04713409230554333,0.1471312826112264
VAMP3,46.94842236791713,-0.0012167708300680953,0.16675678496970997,-0.0072966795941113395,0.9941781436675385,0.9980475230235506
PER3,0.8953830821243057,0.9800763714195756,0.9359308754332222,1.0471674748051445,0.2950223434481648,0.5263819706785677
TNFRSF9,12.888202232079216,-0.9101022532108797,0.3415881664365529,-2.664326058789052,0.007714274988578531,0.03578181107876633
PARK7,416.29303911816874,-0.5306163180442397,0.10670957097502115,-4.972527892258584,6.608545939488027e-07,8.65456926843548e-06
ERRFI1,2.4169588025041624,-0.5040133919978906,0.5448110317561046,-0.9251159808076761,0.3549055812025921,0.5877530100809364
SLC45A1,0.2633822068108792,-1.3382056250056953,2.6130832891503704,-0.5121174784447095,0.6085687926204717,
RERE,15.253579916539408,1.3219764432202583,0.2567601999432063,5.148681312417855,2.62324138215172e-07,3.6445853629075126e-06
ENO1,843.4674866655965,-0.29717023204698145,0.14356200264388083,-2.069978313022983,0.03845437538345062,0.12642315431550058
ENO1-AS1,1.5258605300708288,0.49025015890736207,0.6605816528549919,0.7421492207489143,0.45799693073191783,0.679267629030843
CA6,12.479671514409109,0.7957441006049935,1.1439547964892316,0.6956079934688958,0.4866743588652792,0.7024806895299924
SLC2A5,0.931075444422639,0.5468475249493161,0.8874043272863127,0.6162326553236209,0.5377409788851872,0.7408389556706932
GPR157,7.196249680263632,-0.6437688609940164,0.3926300182037205,-1.639632303050221,0.10108164235767848,0.2581553739710176
H6PD,2.8801398752633425,-0.95627129442335,0.5147628841102516,-1.857692782330702,0.06321265406381484,0.1837334759831927
SPSB1,19.39826357746367,1.9572290592331463,0.22400627945991644,8.737384790962397,2.385687873838561e-18,8.957653994650166e-17
SLC25A33,34.52930068743919,-0.641337027921977,0.15827935862574788,-4.051930924476519,5.079666365084736e-05,0.0004507440273936421
TMEM201,0.9174212798836991,0.2233608003410362,0.8363805532329518,0.2670564248267797,0.7894257173894791,0.8979518873383348
PIK3CD,11.694976452475547,-0.165757989350303,0.2600570510797363,-0.6373908673581006,0.523870275621608,0.7311941748885848
C1orf200,0.6382121843707889,2.474599391765844,1.2529883408334483,1.9749580352198797,0.0482729104882328,
RP11-558F24.4,0.6332093540897892,0.48740159955556683,1.1928211150814167,0.40861248463253347,0.6828240671714358,
CLSTN1,13.478258876448976,-0.563370563425792,0.24192025644091858,-2.328744900133559,0.01987258394789965,0.07588934938584788
CTNNBIP1,37.13545899575935,-1.1912759093116634,0.2017557482603014,-5.904545072860586,3.5362118516577786e-09,6.38617254488882e-08
LZIC,47.578421848947414,0.10860125542992642,0.12825585488974114,0.8467547584731211,0.3971318300342419,0.6283463346254541
NMNAT1,7.646334813996086,-0.3356522640875035,0.31544236173616713,-1.0640684473705524,0.28729769327593857,0.5174236689008821
RBP7,5.297110357249972,-1.8022843898146679,0.5394670402395382,-3.3408609894209733,0.0008351902824013007,0.005545345663509475
UBE4B,16.15026149546277,-0.48993634471373615,0.21113153337650117,-2.3205266256464645,0.02031240628903609,0.07722098706165113
KIF1B,12.29410075803623,0.5214105098005595,0.2869186459337393,1.817276490008856,0.06917478793467542,0.19565578258715058
PGD,109.85932139706544,-0.9857802311586654,0.17021389135891932,-5.791420566726911,6.979356600391672e-09,1.2018877512866065e-07
APITD1,14.550053021304997,-0.5820338022956209,0.2614030756469697,-2.2265759530758915,0.025975627573580334,0.09345082509415727
DFFA,25.051761362520878,-0.029006125805449687,0.17297297161317582,-0.16769166613103506,0.8668258528118121,0.9393450309263084
PEX14,8.340501749761216,0.2113868682865689,0.32178917666402956,0.6569110573512906,0.5112381079538123,0.7210403793236406
CASZ1,1.9924428846357818,1.1463469424415251,0.6059946750898428,1.8916782433303911,0.05853386385341567,0.17387546710493493
TARDBP,49.010182243152514,-0.18051290834265613,0.13088743275715597,-1.379146221605351,0.16784967516295135,0.36401688828521617
RP4-635E18.8,0.48358257178472375,0.6207077585825402,1.238078557318035,0.5013476365563887,0.616126485155285,
SRM,78.00963713060733,0.4041699423952761,0.2360704660391018,1.7120733024195025,0.0868831606575549,0.23103287790270932
EXOSC10,14.60037194524309,0.41543576068558696,0.26068789882985227,1.5936135223397412,0.1110226239003061,0.2764095588884552
MTOR,2.5411054084488454,-0.42131453039858574,0.6178279776287298,-0.681928539422288,0.4952841382018077,0.7098337710686656
UBIAD1,18.097742617532305,0.05087015884350328,0.23181454821060274,0.21944334053308817,0.8263047118060536,0.9181838913541704
FBXO2,0.7387043379044165,0.8314050180356666,1.1523973389098703,0.7214569054994071,0.4706284457969845,
FBXO44,4.947581946030088,0.14075104795478563,0.40067694944432547,0.3512831176087986,0.7253759591145086,0.8657665984200427
FBXO6,138.8602208231227,2.5981554539907634,0.1702994659917049,15.256392255025137,1.4927670283771593e-52,2.0594977664761622e-50
MAD2L2,53.58132443573032,-0.5027889826216485,0.15820694501052024,-3.17804621401554,0.001482711154257187,0.00907290760457015
DRAXIN,0.3036083435204121,0.355209848669017,1.7710168519142853,0.2005683053128896,0.8410361431227382,
AGTRAP,102.84603639401155,-0.009300897829931763,0.19718200416416606,-0.04716910079779997,0.9623784540906806,0.9852981584076215
MTHFR,10.152596366162772,-0.25766257512813273,0.28860466335323015,-0.8927872894859407,0.37197109435479325,0.6040421697269672
CLCN6,3.340261142072606,-0.35231802142734486,0.5754319506617839,-0.6122670474278608,0.5403610879852718,0.7429580968471924
NPPA-AS1,0.24424442011346598,-1.775557306083439,1.8886989423121079,-0.9400954627050497,0.3471685959872113,
KIAA2013,11.290231790557929,-0.40750151145870955,0.27156264238133476,-1.5005801530185663,0.1334641878680787,0.31438407565113236
PLOD1,3.370997226961498,-1.1770876830906853,0.5171278947160938,-2.276202260829332,0.02283390667220579,0.08475407459714727
MFN2,7.953104320134803,-0.14968566331924404,0.31304971767249046,-0.47815300531861116,0.6325413080084812,0.8071738674468305
MIIP,38.95959151786997,0.598616945824381,0.180611172107505,3.3143959968770194,0.0009184133856733972,0.006013783013805109
TNFRSF8,2.379124436957632,-1.2218862365928858,0.6034229213967068,-2.0249251284068874,0.042875052888253745,0.13664047878569183
TNFRSF1B,110.74421766288823,-0.7830599334167031,0.21720391735637612,-3.6051832901885548,0.0003119326941611474,0.0023321243958550814
VPS13D,4.5294854285625785,-0.3546397174926989,0.4323401964238117,-0.8202793088086007,0.4120568990749691,0.642488736829294
DHRS3,7.161144243674056,-1.2072372733409762,0.3408219410196021,-3.5421348453371517,0.00039690252177801,0.002889109460672447
PDPN,3.4238653677576334,-5.320433511767839,1.3579862105851102,-3.917884784320045,8.932938214105506e-05,0.0007511645068062497
PRDM2,29.248329416086175,-0.27924326096607,0.16311854046311886,-1.7119038717073793,0.08691438507046016,0.23106412253215544
TMEM51,39.47997495740316,-0.4596485844715612,0.29673023145824584,-1.5490453473940697,0.12137081938939553,0.2939664386845538
FHAD1,0.965935498416813,-0.8964603084814995,0.8861106892479635,-1.0116798266391749,0.31169116413295295,0.544656209490057
RP3-467K16.4,0.8111568803980334,-3.119506990286585,1.618780494133363,-1.9270722630968304,0.05397062486224184,
EFHD2,100.22444903018574,-0.2786741434418706,0.16584059830246684,-1.6803734808868294,0.09288467238502299,0.24301579665894105
CASP9,7.424120860913735,-0.4786893370991445,0.34324377888285684,-1.3946045538162921,0.16313512111279393,0.3571214413290222
DNAJC16,2.2732512008728842,0.18135745419738292,0.5594416864606923,0.3241757963099619,0.7458049452201143,0.8768307248351819
AGMAT,3.869399350494774,0.6167244821673296,0.4830238723897096,1.27679917581744,0.201673156602873,0.411504980717136
DDI2,8.551617238760127,-0.2895092638741058,0.30181205324342886,-0.9592369183499767,0.33743940595844246,0.5691951310345351
PLEKHM2,11.81562821251891,0.18275344336424135,0.2923819853893185,0.6250502852318268,0.5319380553152677,0.7368151702809429
SLC25A34,0.775554823836484,-1.1893089235084349,1.3660773618091702,-0.8706014437816089,0.38397180787710394,
FBLIM1,1.223654641249778,0.6415199270774538,0.8910754313260043,0.7199389687164998,0.47156257349921504,0.6904109001194702
RP11-169K16.9,16.167571105376286,-0.017720357493457666,0.23946926048046302,-0.0739984641782588,0.9410116073201397,0.9756060418367425
SPEN,26.53579873353044,-0.7295118582292557,0.1921560619817458,-3.7964550829448043,0.00014677994273846855,0.0011743385169197095
ZBTB17,14.993625740145092,-0.18498372555231146,0.2235947005555645,-0.8273171282355236,0.40805733804168365,0.6386492963810284
ARHGEF19,3.7089059276730696,1.0271552280535834,0.4633980469372812,2.216572199305372,0.026652339080513846,0.09536489842891942
RSG1,1.3531971417964912,0.5864162657881442,0.7761156825474327,0.755578425967839,0.44990199487484517,0.6738307459214893
FBXO42,8.873955587898465,-0.7122436363201783,0.33664722699255034,-2.1156973211484065,0.034370558565591985,0.11611807442504239
SZRD1,82.63692420832875,0.5347738679803052,0.11953387994585923,4.473826736173223,7.683200739747139e-06,8.139390783669625e-05
NECAP2,183.64079990687648,0.5626421186305652,0.09844176024393109,5.715482100648967,1.093934362149275e-08,1.835860142418833e-07
RP4-798A10.2,2.4568465879152095,0.09146499995813841,0.5102644502934963,0.17925019057378808,0.8577412554806974,0.9348136176248992
NBPF1,5.025838199189981,-1.0087801974374002,0.39614828088288906,-2.5464712233236217,0.010881818314105923,0.047173099852709816
CROCCP2,11.324146660399927,-1.003448426354974,0.31198877894842364,-3.2162965275134425,0.0012985658074239972,0.008087917745451825
CROCC,1.2248280994601428,-0.47007805474202446,0.9207771909337318,-0.5105231312966526,0.6096850134082787,0.7902918187870035
RP11-108M9.4,10.679476305863405,-1.3542965413081347,0.32780861416818846,-4.131363493130437,3.6061781658188296e-05,0.00033219956473168024
RP11-108M9.6,0.7823468586859226,0.9572277195192491,0.9811115935586926,0.9756563124967143,0.32923480854727416,
ATP13A2,7.473372071583007,-0.08051551716688402,0.32221482770349213,-0.24988147733839186,0.8026790078606182,0.9051308143191632
SDHB,135.9466366759219,-0.14291206619771615,0.09802579140013501,-1.4579027025077334,0.14486736363050967,0.3302307914459168
PADI2,2.212380621934342,-1.3503366788402387,0.7076696947959418,-1.9081454084728207,0.056372425150444744,0.16890374353788556
PADI4,2.4612993402905214,0.352124275226848,0.5776081173232692,0.6096248731036705,0.54211033106359,0.7438946463785449
RCC2,10.363839541113379,-0.5121395876874651,0.3001347530704786,-1.7063654989903914,0.08794005002724564,0.23302402320745993
ARHGEF10L,23.878657550476603,0.19418497775018162,0.31630061847694385,0.6139253811302186,0.5392646372088451,0.7418571170367786
ALDH4A1,0.598304339744383,-2.5457269626015897,1.6265245103463326,-1.5651328623750853,0.11755175956700105,
IFFO2,0.82748875932193,-1.675962218760525,1.0886278657928392,-1.5395180221111966,0.12367788158706297,0.29789648092377224
UBR4,24.03452349311644,-0.13985087833820262,0.21428329671417182,-0.652644795383874,0.5139852996103137,0.722988950080099
RP1-43E13.2,2.6712844433581124,0.6914895099636997,0.5300875382225004,1.3044817319841462,0.19206938413813746,0.39834001796871193
EMC1,10.315946741775278,-0.366030763600023,0.27580891613654396,-1.3271172256766826,0.18446990799127783,0.3876428111011936
MRTO4,29.642988441585416,0.17435725134094307,0.2038198331974962,0.8554479149828141,0.3923032272614795,0.6238157456557057
AKR7A2,34.504732467351026,-0.8160563035610657,0.16297464410004972,-5.007259307528175,5.521052554552853e-07,7.286683933233548e-06
PQLC2,5.563714509349231,-0.9722141926989222,0.3849936233529271,-2.525273494744833,0.011560827951318364,0.04934144735337856
CAPZB,357.9866712822253,-0.37012590352351826,0.07733413263477876,-4.786061353677936,1.7008608191160248e-06,2.067696067501192e-05
MINOS1,199.63070407059672,0.04643438199857354,0.07884302463391982,0.58894724313502,0.5558966646101862,0.754917468879462
NBL1,3.7460697585856404,-0.4804552302014185,0.4946551222219608,-0.9712933488755616,0.33140221991837626,0.5647927807140957
TMCO4,3.89358999015717,1.1379929076760515,0.4692341577107303,2.425213273534942,0.01529939585343857,0.061656320307482554
OTUD3,1.437172569755603,-0.1912671120463959,0.6382249638718629,-0.29968603999137333,0.764416647940299,0.8848087149740972
UBXN10-AS1,0.34164829227443394,0.7706973189941645,1.5514158960253501,0.4967702864000894,0.6193510510356963,
CAMK2N1,0.9520528369734405,-0.7405484127427571,0.8104275197775943,-0.9137750072282662,0.36083508159538646,0.594213496617524
MUL1,17.390194604584764,-0.08669765559727467,0.23288088141460284,-0.37228326804090445,0.7096819549493845,0.8565277780195942
CDA,10.27782580993231,-1.1449423293427776,0.3121816742305933,-3.66755137746191,0.00024488435564338855,0.001868522752224312
PINK1,7.2646569854825565,-1.285116154445356,0.39669117335448234,-3.2395884778030575,0.0011970232232440753,0.007550601033381687
PINK1-AS,0.872628865897941,-0.024036399556225142,0.8927635312042839,-0.026923590308176565,0.9785206779905389,0.9915575919683786
DDOST,88.10938003114109,-0.16688812051980156,0.11172546016956007,-1.4937340178910332,0.13524515345298063,0.316943264017305
HP1BP3,101.34993545292103,-0.47326356000050884,0.10122844013566265,-4.675203523498518,2.9366223978492757e-06,3.359983100335743e-05
EIF4G3,7.918309342022193,0.2977626593869722,0.3585979547491039,0.8303523638201016,0.4063395901747012,0.6364645857983934
ECE1,16.807803065350306,1.059704406669019,0.27436082090338404,3.862448009813301,0.00011225646023025174,0.0009243045805912123
NBPF3,0.3219832136310229,0.06944723114345991,1.38454534207093,0.050158870954406166,0.9599957864968031,
USP48,32.99849815680193,-0.10825308068629345,0.18597790849272808,-0.5820749440814701,0.5605162013864158,0.758087860962097
RP1-224A6.3,0.2287202709218888,-1.1064637565827784,2.2110885806972127,-0.5004158432376699,0.6167822999281496,
LINC00339,3.651900421998024,-0.3923877304258682,0.5643644314524583,-0.695273671687658,0.48688381065981623,0.7026296958252553
CDC42,306.1948152471558,-0.022191389715362057,0.13714665392330652,-0.1618077370503815,0.8714572600527686,0.9425873871678405
ZBTB40,3.6398842450982203,-0.4107846493990633,0.44792544335344964,-0.9170826428694758,0.3590993356980815,0.5921770143235215
C1QA,20.775295376971606,1.8755304102625645,0.4833753934036377,3.8800700984305627,0.00010442636470818898,0.0008658412419725103
C1QC,4.429647481287901,3.4378026674680857,0.7956034094273567,4.321000421481951,1.5532337713042182e-05,0.0001543477277765875
C1QB,26.57986670345628,1.8747984412499488,0.45669631882672485,4.105131493212815,4.0408496253943154e-05,0.00036767393255600887
EPHB2,4.124058770065964,2.2298386297653385,0.6690425903372484,3.332879942129439,0.0008595202351280149,0.00568779006681199
KDM1A,9.821899940283142,-0.8904041208428395,0.2787982992831188,-3.1937214937550142,0.0014045154613703094,0.008647937700653202
LUZP1,23.337266512024065,-0.6013649369329128,0.20742004783263243,-2.899261393566716,0.0037404291814637503,0.01961989046775747
RP5-1057J7.6,0.8632930082691488,0.036224645480049986,0.8673697106524033,0.04176378888398483,0.9666870020967953,0.9871635573813645
HNRNPR,174.30097178197053,0.007819421840420364,0.09841581221613868,0.07945290156471521,0.9366723922316408,0.9735124328861614
ZNF436,1.1694763955282281,0.6403914400517358,0.7409220203940262,0.8643169219227311,0.3874138167846217,0.6190794526800724
C1orf213,1.4143190070586333,0.25592308675038594,0.7254246462269949,0.35279072482781937,0.724245337776496,0.8650834957041318
TCEA3,1.4969517870712523,-0.22838563882848192,0.7727675770742185,-0.29554247047110155,0.7675795136670742,0.8863582413294244
ID3,200.3104037479025,-1.0686489566011572,0.16137383767214508,-6.622194601161288,3.539047119037645e-11,7.776072975441048e-10
MDS2,1.4316610282049427,0.302777036266263,0.8380705233497281,0.36127870845054605,0.7178911085856825,0.8620536119918308
RPL11,5427.9262059114335,0.028930815766116055,0.10040629702272323,0.28813746372469684,0.7732415161928261,0.8894488664538716
TCEB3,31.21663811138646,-0.2538264886972698,0.1582964380650312,-1.6034883147085917,0.10882688694746091,0.2729298274427444
RP5-886K2.3,4.463966502023119,-0.0007563305864512515,0.4629931691901017,-0.0016335674838880996,0.9986966023052716,0.99937652790046
PITHD1,66.57064021171702,-0.2190896499174398,0.11439112246799948,-1.9152679437928355,0.05545834151136635,0.1666278100866958
LYPLA2,42.512534121527366,-0.32138728446034004,0.1502789314966791,-2.1386050676534265,0.032467666743943795,0.11104896682527908
GALE,6.211983547458956,-0.754107384081434,0.3345873524113627,-2.2538430656347312,0.02420604247029858,0.08876967551784357
HMGCL,21.878181984657594,0.33009875186569043,0.17759552529631972,1.858710974361081,0.06306811707435155,0.1835426070854013
FUCA1,116.88043116964016,-0.9621992198096613,0.4453509443889982,-2.160541550281781,0.03073077066256313,0.10633438142645422
CNR2,1.335968326814907,-0.31182228340298535,0.7166769942176576,-0.4350945906159277,0.6634937696997847,0.8263142157457727
PNRC2,51.61862525002195,0.48256908082542993,0.19297391645014217,2.5006958956036383,0.012394956127817722,0.05220665759906186
SRSF10,40.373472966607,0.10292018586755632,0.20805644453237776,0.4946743471411185,0.6208300122929631,0.7979092104843004
IFNLR1,1.1161737940273668,1.677332194122718,0.9373791147155124,1.7893850714092085,0.07355282187208972,0.20457201863861804
STPG1,2.3956329269118966,0.048702215193459554,0.6088752594418567,0.07998718035957622,0.9362474518912389,0.9731560242391195
NIPAL3,21.647950179346314,0.08611858453743639,0.20843595778612034,0.41316568145024246,0.6794852300015151,0.8374894466944601
RCAN3,43.516796821081435,0.4501341091297963,0.2059875751045441,2.185248837952199,0.028870606422903886,0.10140608206268639
RP4-594I10.3,2.116850584982799,-0.18766493054104977,0.6476539606577693,-0.28976111000765564,0.7719990017369243,0.888693912448686
SRRM1,162.38621957600785,-0.21875658885271138,0.08497792898758495,-2.5742753613667277,0.010045029250102146,0.044165117466405945
CLIC4,64.50025238144039,1.382126062903345,0.19654165764472767,7.0322296019386465,2.0325895668430254e-12,5.109465086989936e-11
RUNX3,51.25917160661674,0.36300696906370805,0.14510680445154808,2.5016536642492047,0.01236147849764118,0.05209885078923282
SYF2,338.95588106820935,0.1304410979459579,0.06830199235775063,1.9097700292948478,0.056162829776958106,0.16836078203729354
C1orf63,289.873336198325,0.07519740853515684,0.11113644150228036,0.6766224248201604,0.4986455473631123,0.7122787474042432
RP3-465N24.6,0.5475169699655202,-0.49767790416379637,1.185449455593487,-0.41982212047550976,0.6746154040510499,
TMEM50A,651.30009799682,1.1055359677689676,0.11504910169306794,9.609253366604769,7.3076948329678005e-22,3.440706317189006e-20
TMEM57,15.819045369011537,-0.550064349046975,0.21060836707576971,-2.611787730394779,0.009007015926542272,0.04068071715585232
